"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28"
"K11";"01";"";"1595031";"";"";"";"";"";"";"19960405";"CH120001772606";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1661231";"";"";"";"";"1639810";"";"20000308";"CH120002842506";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1678352";"";"";"";"";"";"";"19991001";"CH120003047603";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1719376";"";"";"";"";"";"";"19991001";"CH120003229061";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1302752";"";"";"";"";"1302745";"";"19991218";"CH120002639830";"BR";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1257915";"CH120000234891";"XX";"";"";"1251692";"";"20020120";"CH120000234938";"KR";"1";"";"CH120008231687";"KR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1183665";"CH310049330177";"HF";"";"";"1183665";"";"20000903";"CH120000402153";"HF";"2";"";"";"";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1852509";"CH310111150320";"HF";"";"";"1496178";"";"20010110";"CH120000347805";"HF";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1593624";"CH120000282878";"BR";"";"";"";"";"19960608";"CH120000282908";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1407686";"CH713627085887";"FT";"";"";"1407686";"";"20010325";"CH120003865412";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1525922";"CH714365069023";"FT";"";"";"1525922";"";"20010304";"CH120004004193";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1095869";"CH111451174904";"BR";"";"";"1474572";"";"20000909";"CH120004022012";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1263206";"CH110494181924";"BR";"";"";"1201697";"";"20001128";"CH120004003769";"BR";"1";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1412123";"CH712396023373";"FT";"";"";"1404845";"";"20010125";"CH120003928698";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1600018";"CH110914050472";"BR";"";"";"1600018";"";"20000827";"CH120003809416";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1484014";"";"20000809";"CH120002622016";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1186901";"";"";"";"";"1012392";"";"19991231";"CH120002727865";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1346107";"";"";"";"";"";"";"19991001";"CH120000015964";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1407211";"";"";"";"";"1407211";"";"20000627";"CH120000155585";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1263602";"";"";"";"";"";"";"19991001";"CH120000015599";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1598803";"";"";"";"";"1598803";"";"20000221";"CH120000049396";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19961113";"CH120000416150";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1376739";"";"";"";"";"1376739";"";"20000320";"CH120000419823";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH120000485682";"FT";"";"";"1463200";"";"20000714";"CH120000485774";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1133158";"";"";"";"";"1133158";"";"20000310";"CH120000491386";"BR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1204964";"";"";"";"";"";"";"19980504";"CH120000491836";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1204964";"";"";"";"";"";"";"19991001";"CH120000491942";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19960213";"CH120001904151";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1183856";"";"";"";"";"1189339";"";"20001026";"CH120002035083";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1322682";"";"";"";"";"1322682";"";"19951115";"CH120001725114";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1413809";"";"";"";"";"1413809";"";"20000830";"CH120002000555";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120002001989";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1597998";"";"";"";"";"1597998";"";"20000515";"CH120002151509";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1544770";"";"20000915";"CH120002095445";"FT";"2";"";"";"";"";"";"";"";"52";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1523430";"";"20000812";"CH120002150397";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1642872";"";"";"";"";"1390810";"";"20001021";"CH120001999546";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1609479";"CH900001312985";"KR";"";"";"1609479";"";"20000614";"CH120000427316";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1086348";"";"";"";"";"1316001";"";"20000205";"CH120000398265";"HF";"2";"2";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1104486";"";"";"";"";"1046472";"";"19991212";"CH120000455289";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1402247";"";"20000913";"CH120000065396";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1109078";"";"";"";"";"1180619";"";"20001127";"CH120000015445";"KR";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1365139";"";"20010101";"CH120000194034";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1642841";"";"";"";"";"1584400";"";"20000315";"CH120000014325";"KR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1179811";"";"";"";"";"1179811";"";"20001004";"CH120000018484";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1011500";"";"20000920";"CH120000018651";"HI";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1197976";"";"";"";"";"1011500";"";"20000927";"CH120000018675";"HI";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1263657";"";"";"";"";"1263657";"";"20000730";"CH120000062135";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1732092";"";"";"";"";"1732092";"";"20000314";"CH120004186561";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1716047";"";"";"";"";"1716047";"";"19991225";"CH120004059681";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1259551";"";"";"";"";"1259551";"";"19990907";"CH120003368371";"HF";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1486933";"";"";"";"";"1486933";"";"19991218";"CH120003448974";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1465754";"";"";"";"";"1477306";"";"20000527";"CH120002438464";"FT";"2";"";"";"";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1330212";"";"";"";"";"1484991";"";"20000717";"CH120002439447";"FT";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1338645";"";"";"";"";"1337709";"";"20000120";"CH120002292301";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1337709";"";"";"";"";"1337709";"";"20000311";"CH120002292370";"FT";"2";"";"";"";"";"";"";"";"49";"";"";"";"";"";"0"
"K11";"01";"";"1594980";"";"";"";"";"";"";"19970913";"CH120001976998";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1078114";"";"";"";"";"1078145";"";"20001007";"CH120001804352";"BR";"1";"";"";"";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1504187";"";"";"";"";"1504187";"";"20000831";"CH120001804567";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1288421";"CH710429271982";"FT";"";"";"1288421";"";"20001208";"CH120004804366";"FT";"2";"";"CH714910071457";"";"";"";"";"";"49";"";"";"";"";"";"0"
"K11";"01";"";"1355307";"CH715645026095";"FT";"";"";"1551204";"";"20000411";"CH120004680656";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1533453";"CH714810015193";"FT";"";"";"1533453";"";"20000902";"CH120004807022";"FT";"2";"";"CH714800037525";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1249385";"CH820000004479";"RG";"";"";"1240443";"";"20010404";"CH120004213670";"RG";"1";"";"CH820000106142";"RG";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1330564";"CH713300038483";"FT";"";"";"1330564";"";"20000509";"CH120003907525";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1109900";"CH120013031470";"BR";"";"";"1109832";"";"20010916";"CH120004245503";"BR";"1";"";"CH111903121470";"BR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1574364";"CH110064097303";"BR";"";"";"1574302";"";"20000215";"CH120004249389";"BR";"2";"";"CH111903121470";"BR";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1527049";"CH714505057927";"FT";"";"";"1527049";"";"20000713";"CH120004027215";"FT";"2";"";"CH714910071457";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1492538";"";"";"";"";"1492538";"";"20000810";"CH120003141837";"FT";"2";"";"CH714800037525";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1760927";"";"";"";"";"";"";"19991001";"CH120003047115";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1090178";"CH110080037390";"BR";"";"";"1703726";"";"20010924";"CH120002688708";"BR";"2";"2";"CH111752019423";"BR";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"2026220";"CH712228035253";"FT";"";"";"1477436";"";"20001208";"CH120002716449";"FT";"2";"";"CH714530061265";"FT";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1504187";"";"";"";"";"1504187";"";"20001014";"CH120001804635";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1169980";"";"";"";"";"";"";"19991001";"CH120001805762";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1535860";"";"";"";"";"";"";"";"CH120001974482";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1137422";"";"";"";"";"1372786";"";"20000221";"CH120002007172";"FT";"2";"";"";"";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1373899";"";"";"";"";"1373899";"";"20000621";"CH120002007417";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120001695189";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1742480";"";"";"";"";"1742381";"";"20000829";"CH120003010683";"MO";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1546170";"";"";"";"";"";"";"19910101";"CH120003244347";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1528510";"CH111752027800";"BR";"";"";"1528510";"";"20001122";"CH120002619832";"BR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1559514";"CH110902081280";"BR";"";"";"1559514";"";"20000125";"CH120003403331";"BR";"2";"";"";"";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1768213";"CH310053320188";"HF";"";"";"1510966";"";"20000701";"CH120003553029";"HF";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1388985";"";"";"";"";"1388985";"";"20000406";"CH120002125104";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1540543";"";"";"";"";"";"";"19991001";"CH120002079001";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1386516";"";"";"";"";"1386516";"";"19991228";"CH120001257844";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1286946";"";"";"";"";"1286946";"";"20000604";"CH120001879350";"KR";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1526592";"";"";"";"";"1526592";"";"20000518";"CH120001786276";"HF";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1489637";"";"";"";"";"";"";"19991001";"CH120001786719";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1251265";"";"";"";"";"1251265";"";"20010103";"CH120001880523";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1313017";"";"";"";"";"1525083";"";"20000308";"CH120001815105";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1350883";"";"";"";"";"1350883";"";"20000119";"CH120001817024";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1500097";"";"";"";"";"1500097";"";"20000613";"CH120001913504";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1442830";"CH712890108828";"FT";"";"";"1371239";"";"20011213";"CH120001615705";"LI";"2";"";"CH900000281633";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1749625";"CH716516057491";"FT";"";"";"1749625";"";"20010913";"CH120001998723";"FT";"2";"";"DE000002973440";"HF";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1044485";"CH110144108554";"BR";"";"";"1044485";"";"20001228";"CH120002125470";"BR";"2";"";"CH110280256089";"BR";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1465402";"";"";"";"";"";"";"19991001";"CH120002169405";"FT";"2";"";"CH718540017021";"SI";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1967647";"";"";"";"";"1512328";"";"20000902";"CH120004622465";"FT";"2";"";"CH713660035566";"FT";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1679137";"";"";"";"";"1679137";"";"20000815";"CH120004476679";"HF";"1";"";"CH310036014127";"HF";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1246575";"CH718825044247";"FT";"";"";"1246575";"";"20011224";"CH120001649021";"FT";"2";"2";"CH714280030610";"HF";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1511529";"CH713390029941";"FT";"";"";"1449709";"";"20000119";"CH120001528227";"FT";"2";"";"CH712205107928";"SI";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1475487";"CH713432082767";"FT";"";"";"1475487";"";"20000102";"CH120001479789";"FT";"2";"";"CH713432082767";"FT";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1294255";"CH120011613692";"FT";"";"";"1295306";"";"20040907";"CH120001504504";"FT";"1";"";"CH120023180113";"FT";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1729696";"CH510040069995";"MO";"";"";"1729696";"";"20010924";"CH120001983576";"MO";"2";"";"FR039940162489";"MO";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1576702";"CH712164052444";"FT";"";"";"1400052";"";"20000711";"CH120001931232";"FT";"2";"";"CH710454108017";"";"";"";"";"";"51";"";"";"";"";"";"0"
"K11";"01";"";"1112443";"";"";"";"";"1112443";"";"20001231";"CH120004805370";"BR";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1109160";"";"";"";"";"1109160";"";"19991214";"CH120004805691";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1743241";"";"";"";"";"";"";"19991001";"CH120004807800";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1378764";"CH710395105090";"FT";"";"";"1618204";"";"20000801";"CH120003223618";"KR";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110023162202";"BR";"";"";"1245073";"";"20001107";"CH120003059637";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110492066704";"BR";"";"";"1020908";"";"19991205";"CH120003305574";"BR";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1178814";"";"19991202";"CH120001290766";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110530048198";"BR";"";"";"1219029";"";"20010214";"CH120003127671";"BR";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1081237";"CH110437082684";"BR";"";"";"1067149";"";"20010919";"CH120003608545";"BR";"1";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH120011959813";"HF";"";"";"1035032";"";"20001113";"CH120003651756";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110065141944";"BR";"";"";"1573589";"";"20000318";"CH120002670352";"BR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1636710";"";"20000902";"CH120002307562";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1469813";"";"20001010";"CH120002202430";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1677522";"";"";"";"";"";"";"19991001";"CH120002178490";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1323238";"";"";"";"";"1434521";"";"20000414";"CH120002178650";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1422382";"";"";"";"";"1422382";"";"20000409";"CH120002091218";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1528442";"";"20001006";"CH120002092543";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1462166";"";"";"";"";"1340211";"";"20010209";"CH120002310555";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1147872";"";"";"";"";"1147872";"";"20000412";"CH120002311163";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1147872";"";"";"";"";"1147872";"";"20001111";"CH120002311170";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120002206568";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1473971";"";"";"";"";"1473971";"";"20001011";"CH120002208289";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1064964";"";"";"";"";"1064964";"";"20000907";"CH120002336920";"AN";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1337648";"CH712089027930";"FT";"";"";"1337648";"";"20010204";"CH120002488476";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1264753";"CH110127140793";"BR";"";"";"1089899";"";"20010212";"CH120003545741";"BR";"1";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110231146452";"BR";"";"";"1123142";"";"20000402";"CH120003563592";"BR";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110710061368";"BR";"";"";"1248746";"";"20000613";"CH120003463540";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110240147464";"BR";"";"";"1195958";"";"20000522";"CH120003517526";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110793096899";"BR";"";"";"1160130";"";"20001118";"CH120001448730";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1330717";"CH120001787327";"HF";"";"";"1330717";"";"20040529";"CH120001788102";"HF";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1534238";"CH120011655142";"FT";"";"";"";"";"19991001";"CH120001657774";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1362978";"CH120011528064";"BR";"";"";"1362978";"";"19991010";"CH120001775928";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1031904";"CH710042065210";"FT";"";"";"1031744";"";"20000810";"CH120001419341";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1146905";"CH716133053494";"FT";"";"";"1141214";"";"20000406";"CH120002618132";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1638479";"";"";"";"";"1567519";"";"20000917";"CH120002198443";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1035612";"";"";"";"";"1030099";"";"20010228";"CH120002080335";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1124453";"";"";"";"";"1214369";"";"20000315";"CH120001352273";"HF";"2";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1661897";"CH111152018330";"BR";"";"";"1661897";"";"20010606";"CH120004418549";"BR";"2";"";"CH110151143135";"BR";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1756715";"";"";"";"";"1129137";"";"20000213";"CH120004509766";"BR";"2";"";"CH110294089307";"BR";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1188745";"CH111201048127";"BR";"";"";"1112139";"";"20001204";"CH120002197637";"BR";"2";"";"CH110280256089";"BR";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1190588";"CH710660046127";"FT";"";"";"1190588";"";"20000713";"CH120002346189";"FT";"2";"";"CH714930044233";"FT";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1611564";"";"";"";"";"1670424";"";"20001018";"CH120001578536";"FT";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1469158";"";"";"";"";"1761115";"";"20001025";"CH120001291602";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1698329";"CH110941162131";"BR";"";"";"1698329";"";"20000306";"CH120003585280";"BR";"2";"";"";"";"";"";"";"";"37";"";"";"";"";"";"0"
"K11";"01";"";"1107975";"CH310025841529";"HF";"";"";"1115543";"";"20010119";"CH120003583958";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1011289";"CH110196113728";"BR";"";"";"1011289";"";"20010908";"CH120003510657";"BR";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1392890";"";"";"";"";"";"";"19991001";"CH120004874833";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1356328";"";"";"";"";"1356328";"";"20000125";"CH120002270644";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1465402";"";"";"";"";"1369304";"";"19991202";"CH120002177615";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1118735";"";"";"";"";"";"";"19991001";"CH120002206971";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1745757";"";"";"";"";"1757088";"";"20001001";"CH120002276486";"MO";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1241181";"";"";"";"";"";"";"19980926";"CH120002208807";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1633290";"CH110473062626";"BR";"";"";"1633290";"";"20000322";"CH120003642358";"BR";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1235180";"CH110720042395";"BR";"";"";"1235180";"";"20000527";"CH120003044909";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1131666";"CH110285116104";"BR";"";"";"1131666";"";"20000426";"CH120003700058";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1259452";"CH120014404075";"BR";"";"";"";"";"19980826";"CH120001759416";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1142877";"CH120013616769";"HF";"";"";"1304114";"";"20010321";"CH120001471516";"FT";"2";"";"CH713337118004";"FT";"";"";"";"";"";"";"";"";"";"";"0"
